@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
3648,'2017/11/30 12:03:30:547',4,1,0.950183,0.078388,0.94902,1,0.235046,0.320484,0.684175,0.885606,0.086042
3649,'2017/11/30 12:03:30:571',4,1,0.950183,0.078388,0.952941,1,0.235046,0.320484,0.684175,0.885606,0.086042
3650,'2017/11/30 12:03:30:572',4,1,0.950183,0.078144,0.952941,1,0.235046,0.320484,0.684175,0.885606,0.086042
3651,'2017/11/30 12:03:30:572',4,1,0.950183,0.078144,0.952941,1,0.235046,0.320484,0.684175,0.885606,0.086042
3652,'2017/11/30 12:03:30:572',4,1,0.950183,0.078144,0.952941,1,0.235046,0.320484,0.684175,0.885606,0.086042
3653,'2017/11/30 12:03:30:596',4,1,0.950183,0.078144,0.960784,1,0.235046,0.320484,0.684175,0.885606,0.086042
3654,'2017/11/30 12:03:30:597',4,1,0.950183,0.078388,0.960784,1,0.235046,0.320484,0.684175,0.885606,0.086042
3655,'2017/11/30 12:03:30:597',4,1,0.950183,0.078388,0.960784,1,0.235046,0.320484,0.684175,0.885606,0.086042
3656,'2017/11/30 12:03:30:597',4,1,0.950183,0.078388,0.960784,1,0.235046,0.320484,0.684175,0.885606,0.086042
3657,'2017/11/30 12:03:30:621',4,1,0.950183,0.078388,0.945098,1,0.235046,0.320484,0.684175,0.885606,0.086042
3658,'2017/11/30 12:03:30:622',4,1,0.950183,0.079609,0.945098,1,0.235046,0.320484,0.684175,0.885606,0.086042
3659,'2017/11/30 12:03:30:622',4,1,0.950183,0.079609,0.945098,1,0.235046,0.320484,0.684175,0.885606,0.086042
3660,'2017/11/30 12:03:30:622',4,1,0.950183,0.079609,0.945098,1,0.235046,0.320484,0.684175,0.885606,0.086042
3661,'2017/11/30 12:03:30:646',4,1,0.950183,0.079609,0.941176,1,0.235046,0.320484,0.684175,0.885606,0.086042
3662,'2017/11/30 12:03:30:647',4,1,0.950183,0.079853,0.941176,1,0.235046,0.320484,0.684175,0.885606,0.086042
3663,'2017/11/30 12:03:30:647',4,1,0.950183,0.079853,0.941176,1,0.235046,0.320484,0.684175,0.885606,0.086042
3664,'2017/11/30 12:03:30:647',4,1,0.950183,0.079853,0.941176,1,0.235046,0.320484,0.684175,0.885606,0.086042
3665,'2017/11/30 12:03:30:673',4,1,0.950183,0.079853,0.952941,1,0.235046,0.320484,0.684175,0.885606,0.086042
3666,'2017/11/30 12:03:30:673',4,1,0.950183,0.079365,0.952941,1,0.235046,0.320484,0.684175,0.885606,0.086042
3667,'2017/11/30 12:03:30:673',4,1,0.950183,0.079365,0.952941,1,0.235046,0.320484,0.684175,0.885606,0.086042
3668,'2017/11/30 12:03:30:673',4,1,0.950183,0.079365,0.952941,1,0.235046,0.320484,0.684175,0.885606,0.086042
3669,'2017/11/30 12:03:30:698',4,1,0.950183,0.079365,0.960784,1,0.235046,0.320484,0.684175,0.885606,0.086042
3670,'2017/11/30 12:03:30:699',4,1,0.950183,0.079365,0.960784,1,0.235046,0.320484,0.684175,0.885606,0.086042
3671,'2017/11/30 12:03:30:699',4,1,0.949451,0.079365,0.960784,1,0.235046,0.320484,0.684175,0.885606,0.086042
3672,'2017/11/30 12:03:30:699',4,1,0.949451,0.079365,0.960784,1,0.235046,0.320484,0.684175,0.885606,0.086042
3673,'2017/11/30 12:03:30:721',4,1,0.949451,0.079365,0.94902,1,0.235046,0.320484,0.684175,0.885606,0.086042
3674,'2017/11/30 12:03:30:722',4,1,0.949451,0.080098,0.94902,1,0.235046,0.320484,0.684175,0.885606,0.086042
3675,'2017/11/30 12:03:30:722',4,1,0.949451,0.080098,0.94902,1,0.235046,0.320484,0.684175,0.885606,0.086042
3676,'2017/11/30 12:03:30:722',4,1,0.949451,0.080098,0.94902,1,0.235046,0.320484,0.684175,0.885606,0.086042
3677,'2017/11/30 12:03:30:747',4,1,0.949451,0.080098,0.94902,1,0.235046,0.320484,0.684175,0.885606,0.086042
3678,'2017/11/30 12:03:30:747',4,1,0.949451,0.080342,0.94902,1,0.235046,0.320484,0.684175,0.885606,0.086042
3679,'2017/11/30 12:03:30:747',4,1,0.949695,0.080342,0.94902,1,0.235046,0.320484,0.684175,0.885606,0.086042
3680,'2017/11/30 12:03:30:747',4,1,0.949695,0.080342,0.94902,1,0.235046,0.320484,0.684175,0.885606,0.086042
3681,'2017/11/30 12:03:30:771',4,1,0.949695,0.080342,0.968627,1,0.235046,0.320484,0.684175,0.885606,0.086042
3682,'2017/11/30 12:03:30:772',4,1,0.949695,0.079853,0.968627,1,0.235046,0.320484,0.684175,0.885606,0.086042
3683,'2017/11/30 12:03:30:772',4,1,0.949451,0.079853,0.968627,1,0.235046,0.320484,0.684175,0.885606,0.086042
3684,'2017/11/30 12:03:30:772',4,1,0.949451,0.079853,0.968627,1,0.235046,0.320484,0.684175,0.885606,0.086042
3685,'2017/11/30 12:03:30:796',4,1,0.949451,0.079853,0.972549,1,0.235046,0.320484,0.684175,0.885606,0.086042
3686,'2017/11/30 12:03:30:797',4,1,0.949451,0.080098,0.972549,1,0.235046,0.320484,0.684175,0.885606,0.086042
3687,'2017/11/30 12:03:30:797',4,1,0.949206,0.080098,0.972549,1,0.235046,0.320484,0.684175,0.885606,0.086042
3688,'2017/11/30 12:03:30:797',4,1,0.949206,0.080098,0.972549,1,0.235046,0.320484,0.684175,0.885606,0.086042
3689,'2017/11/30 12:03:30:824',4,1,0.949206,0.080098,0.964706,1,0.235046,0.320484,0.684175,0.885606,0.086042
3690,'2017/11/30 12:03:30:824',4,1,0.949206,0.080342,0.964706,1,0.235046,0.320484,0.684175,0.885606,0.086042
3691,'2017/11/30 12:03:30:824',4,1,0.948718,0.080342,0.964706,1,0.235046,0.320484,0.684175,0.885606,0.086042
3692,'2017/11/30 12:03:30:824',4,1,0.948718,0.080342,0.964706,1,0.235046,0.320484,0.684175,0.885606,0.086042
3693,'2017/11/30 12:03:30:858',4,1,0.948718,0.080342,0.968627,1,0.235046,0.320484,0.684175,0.885606,0.086042
3694,'2017/11/30 12:03:30:858',4,1,0.948718,0.080586,0.968627,1,0.235046,0.320484,0.684175,0.885606,0.086042
3695,'2017/11/30 12:03:30:858',4,1,0.948474,0.080586,0.968627,1,0.235046,0.320484,0.684175,0.885606,0.086042
3696,'2017/11/30 12:03:30:858',4,1,0.948474,0.080586,0.968627,1,0.235046,0.320484,0.684175,0.885606,0.086042
3697,'2017/11/30 12:03:30:877',4,1,0.948474,0.080586,0.980392,1,0.235046,0.320484,0.684175,0.885606,0.086042
3698,'2017/11/30 12:03:30:877',4,1,0.948474,0.080586,0.980392,1,0.235046,0.320484,0.684175,0.885606,0.086042
3699,'2017/11/30 12:03:30:878',4,1,0.94823,0.080586,0.980392,1,0.235046,0.320484,0.684175,0.885606,0.086042
3700,'2017/11/30 12:03:30:878',4,1,0.94823,0.080586,0.980392,1,0.235046,0.320484,0.684175,0.885606,0.086042
3701,'2017/11/30 12:03:30:896',4,1,0.94823,0.080586,0.988235,1,0.235046,0.320484,0.684175,0.885606,0.086042
3702,'2017/11/30 12:03:30:897',4,1,0.94823,0.081563,0.988235,1,0.235046,0.320484,0.684175,0.885606,0.086042
3703,'2017/11/30 12:03:30:897',4,1,0.947497,0.081563,0.988235,1,0.235046,0.320484,0.684175,0.885606,0.086042
3704,'2017/11/30 12:03:30:897',4,1,0.947497,0.081563,0.988235,1,0.235046,0.320484,0.684175,0.885606,0.086042
3705,'2017/11/30 12:03:30:922',4,1,0.947497,0.081563,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3706,'2017/11/30 12:03:30:923',4,1,0.947497,0.082784,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3707,'2017/11/30 12:03:30:923',4,1,0.946276,0.082784,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3708,'2017/11/30 12:03:30:923',4,1,0.946276,0.082784,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3709,'2017/11/30 12:03:30:946',4,1,0.946276,0.082784,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3710,'2017/11/30 12:03:30:947',4,1,0.946276,0.099878,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3711,'2017/11/30 12:03:30:947',4,1,0.946276,0.099878,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3712,'2017/11/30 12:03:30:947',4,1,0.946276,0.099878,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3713,'2017/11/30 12:03:30:971',4,1,0.946276,0.099878,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3714,'2017/11/30 12:03:30:972',4,1,0.946276,0.103053,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3715,'2017/11/30 12:03:30:972',4,1,0.945055,0.103053,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3716,'2017/11/30 12:03:30:972',4,1,0.945055,0.103053,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3717,'2017/11/30 12:03:30:996',4,1,0.945055,0.103053,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3718,'2017/11/30 12:03:30:997',4,1,0.945055,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3719,'2017/11/30 12:03:30:997',4,1,0.943101,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3720,'2017/11/30 12:03:30:997',4,1,0.943101,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3721,'2017/11/30 12:03:31:021',4,1,0.943101,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3722,'2017/11/30 12:03:31:022',4,1,0.943101,0.109402,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3723,'2017/11/30 12:03:31:022',4,1,0.943346,0.109402,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3724,'2017/11/30 12:03:31:022',4,1,0.943346,0.109402,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3725,'2017/11/30 12:03:31:046',4,1,0.943346,0.109402,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3726,'2017/11/30 12:03:31:047',4,1,0.943346,0.111844,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3727,'2017/11/30 12:03:31:047',4,1,0.946032,0.111844,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3728,'2017/11/30 12:03:31:047',4,1,0.946032,0.111844,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3729,'2017/11/30 12:03:31:072',4,1,0.946032,0.111844,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3730,'2017/11/30 12:03:31:072',4,1,0.946032,0.112576,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3731,'2017/11/30 12:03:31:072',4,1,0.946764,0.112576,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3732,'2017/11/30 12:03:31:072',4,1,0.946764,0.112576,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3733,'2017/11/30 12:03:31:104',4,1,0.946764,0.112576,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3734,'2017/11/30 12:03:31:105',4,1,0.946764,0.110867,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3735,'2017/11/30 12:03:31:105',4,1,0.946032,0.110867,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3736,'2017/11/30 12:03:31:105',4,1,0.946032,0.110867,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3737,'2017/11/30 12:03:31:121',4,1,0.946032,0.110867,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3738,'2017/11/30 12:03:31:122',4,1,0.946032,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3739,'2017/11/30 12:03:31:122',4,1,0.944322,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3740,'2017/11/30 12:03:31:122',4,1,0.944322,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3741,'2017/11/30 12:03:31:147',4,1,0.944322,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3742,'2017/11/30 12:03:31:147',4,1,0.944322,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3743,'2017/11/30 12:03:31:147',4,1,0.943346,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3744,'2017/11/30 12:03:31:147',4,1,0.943346,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3745,'2017/11/30 12:03:31:171',4,1,0.943346,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3746,'2017/11/30 12:03:31:172',4,1,0.943346,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3747,'2017/11/30 12:03:31:172',4,1,0.942857,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3748,'2017/11/30 12:03:31:172',4,1,0.942857,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3749,'2017/11/30 12:03:31:204',4,1,0.942857,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3750,'2017/11/30 12:03:31:204',4,1,0.942857,0.103541,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3751,'2017/11/30 12:03:31:205',4,1,0.944322,0.103541,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3752,'2017/11/30 12:03:31:205',4,1,0.944322,0.103541,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3753,'2017/11/30 12:03:31:224',4,1,0.944322,0.103541,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3754,'2017/11/30 12:03:31:224',4,1,0.944322,0.104274,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3755,'2017/11/30 12:03:31:224',4,1,0.944322,0.104274,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3756,'2017/11/30 12:03:31:224',4,1,0.944322,0.104274,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3757,'2017/11/30 12:03:31:246',4,1,0.944322,0.104274,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3758,'2017/11/30 12:03:31:247',4,1,0.944322,0.105495,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3759,'2017/11/30 12:03:31:247',4,1,0.94359,0.105495,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3760,'2017/11/30 12:03:31:247',4,1,0.94359,0.105495,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3761,'2017/11/30 12:03:31:272',4,1,0.94359,0.105495,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3762,'2017/11/30 12:03:31:273',4,1,0.94359,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3763,'2017/11/30 12:03:31:273',4,1,0.943346,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3764,'2017/11/30 12:03:31:273',4,1,0.943346,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3765,'2017/11/30 12:03:31:296',4,1,0.943346,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3766,'2017/11/30 12:03:31:297',4,1,0.943346,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3767,'2017/11/30 12:03:31:297',4,1,0.944322,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3768,'2017/11/30 12:03:31:297',4,1,0.944322,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3769,'2017/11/30 12:03:31:321',4,1,0.944322,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3770,'2017/11/30 12:03:31:322',4,1,0.944322,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3771,'2017/11/30 12:03:31:322',4,1,0.945055,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3772,'2017/11/30 12:03:31:322',4,1,0.945055,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3773,'2017/11/30 12:03:31:346',4,1,0.945055,0.107692,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3774,'2017/11/30 12:03:31:347',4,1,0.945055,0.107448,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3775,'2017/11/30 12:03:31:347',4,1,0.945788,0.107448,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3776,'2017/11/30 12:03:31:347',4,1,0.945788,0.107448,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3777,'2017/11/30 12:03:31:374',4,1,0.945788,0.107448,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3778,'2017/11/30 12:03:31:374',4,1,0.945788,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3779,'2017/11/30 12:03:31:375',4,1,0.946764,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3780,'2017/11/30 12:03:31:375',4,1,0.946764,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3781,'2017/11/30 12:03:31:396',4,1,0.946764,0.106716,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3782,'2017/11/30 12:03:31:397',4,1,0.946764,0.10525,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3783,'2017/11/30 12:03:31:397',4,1,0.947985,0.10525,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3784,'2017/11/30 12:03:31:397',4,1,0.947985,0.10525,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3785,'2017/11/30 12:03:31:423',4,1,0.947985,0.10525,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3786,'2017/11/30 12:03:31:424',4,1,0.947985,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3787,'2017/11/30 12:03:31:424',4,1,0.949206,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3788,'2017/11/30 12:03:31:424',4,1,0.949206,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3789,'2017/11/30 12:03:31:446',4,1,0.949206,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3790,'2017/11/30 12:03:31:447',4,1,0.949206,0.102564,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3791,'2017/11/30 12:03:31:447',4,1,0.951648,0.102564,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3792,'2017/11/30 12:03:31:447',4,1,0.951648,0.102564,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3793,'2017/11/30 12:03:31:471',4,1,0.951648,0.102564,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3794,'2017/11/30 12:03:31:472',4,1,0.951648,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3795,'2017/11/30 12:03:31:472',4,1,0.955311,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3796,'2017/11/30 12:03:31:472',4,1,0.955311,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3797,'2017/11/30 12:03:31:496',4,1,0.955311,0.104029,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3798,'2017/11/30 12:03:31:497',4,1,0.955311,0.105739,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3799,'2017/11/30 12:03:31:497',4,1,0.958486,0.105739,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3800,'2017/11/30 12:03:31:497',4,1,0.958486,0.105739,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3801,'2017/11/30 12:03:31:524',4,1,0.958486,0.105739,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3802,'2017/11/30 12:03:31:524',4,1,0.958486,0.105983,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3803,'2017/11/30 12:03:31:524',4,1,0.959463,0.105983,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3804,'2017/11/30 12:03:31:524',4,1,0.959463,0.105983,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3805,'2017/11/30 12:03:31:558',4,1,0.959463,0.105983,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3806,'2017/11/30 12:03:31:558',4,1,0.959463,0.103541,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3807,'2017/11/30 12:03:31:558',4,1,0.959219,0.103541,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3808,'2017/11/30 12:03:31:558',4,1,0.959219,0.103541,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3809,'2017/11/30 12:03:31:572',4,1,0.959219,0.103541,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3810,'2017/11/30 12:03:31:572',4,1,0.959219,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3811,'2017/11/30 12:03:31:572',4,1,0.957998,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3812,'2017/11/30 12:03:31:572',4,1,0.957998,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3813,'2017/11/30 12:03:31:597',4,1,0.957998,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3814,'2017/11/30 12:03:31:597',4,1,0.957998,0.100611,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3815,'2017/11/30 12:03:31:597',4,1,0.957753,0.100611,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3816,'2017/11/30 12:03:31:597',4,1,0.957753,0.100611,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3817,'2017/11/30 12:03:31:621',4,1,0.957753,0.100611,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3818,'2017/11/30 12:03:31:622',4,1,0.957753,0.100855,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3819,'2017/11/30 12:03:31:622',4,1,0.958242,0.100855,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3820,'2017/11/30 12:03:31:622',4,1,0.958242,0.100855,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3821,'2017/11/30 12:03:31:652',4,1,0.958242,0.100855,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3822,'2017/11/30 12:03:31:652',4,1,0.958242,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3823,'2017/11/30 12:03:31:652',4,1,0.959219,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3824,'2017/11/30 12:03:31:652',4,1,0.959219,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3825,'2017/11/30 12:03:31:671',4,1,0.959219,0.101587,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3826,'2017/11/30 12:03:31:672',4,1,0.959219,0.100855,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3827,'2017/11/30 12:03:31:672',4,1,0.958486,0.100855,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3828,'2017/11/30 12:03:31:672',4,1,0.958486,0.100855,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3829,'2017/11/30 12:03:31:696',4,1,0.958486,0.100855,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3830,'2017/11/30 12:03:31:697',4,1,0.958486,0.081074,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3831,'2017/11/30 12:03:31:697',4,1,0.956532,0.081074,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3832,'2017/11/30 12:03:31:697',4,1,0.956532,0.081074,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3833,'2017/11/30 12:03:31:721',4,1,0.956532,0.081074,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3834,'2017/11/30 12:03:31:722',4,1,0.956532,0.079853,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3835,'2017/11/30 12:03:31:722',4,1,0.956044,0.079853,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3836,'2017/11/30 12:03:31:722',4,1,0.956044,0.079853,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3837,'2017/11/30 12:03:31:746',4,1,0.956044,0.079853,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3838,'2017/11/30 12:03:31:747',4,1,0.956044,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3839,'2017/11/30 12:03:31:747',4,1,0.956288,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3840,'2017/11/30 12:03:31:747',4,1,0.956288,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3841,'2017/11/30 12:03:31:771',4,1,0.956288,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3842,'2017/11/30 12:03:31:772',4,1,0.956288,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3843,'2017/11/30 12:03:31:772',4,1,0.9558,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3844,'2017/11/30 12:03:31:772',4,1,0.9558,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3845,'2017/11/30 12:03:31:804',4,1,0.9558,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3846,'2017/11/30 12:03:31:804',4,1,0.9558,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3847,'2017/11/30 12:03:31:805',4,1,0.955556,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3848,'2017/11/30 12:03:31:805',4,1,0.955556,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3849,'2017/11/30 12:03:31:821',4,1,0.955556,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3850,'2017/11/30 12:03:31:822',4,1,0.955556,0.081074,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3851,'2017/11/30 12:03:31:822',4,1,0.956288,0.081074,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3852,'2017/11/30 12:03:31:822',4,1,0.956288,0.081074,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3853,'2017/11/30 12:03:31:846',4,1,0.956288,0.081074,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3854,'2017/11/30 12:03:31:847',4,1,0.956288,0.081319,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3855,'2017/11/30 12:03:31:847',4,1,0.956288,0.081319,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3856,'2017/11/30 12:03:31:847',4,1,0.956288,0.081319,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3857,'2017/11/30 12:03:31:871',4,1,0.956288,0.081319,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3858,'2017/11/30 12:03:31:872',4,1,0.956288,0.080586,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3859,'2017/11/30 12:03:31:872',4,1,0.956044,0.080586,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3860,'2017/11/30 12:03:31:872',4,1,0.956044,0.080586,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3861,'2017/11/30 12:03:31:896',4,1,0.956044,0.080586,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3862,'2017/11/30 12:03:31:897',4,1,0.956044,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3863,'2017/11/30 12:03:31:897',4,1,0.9558,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3864,'2017/11/30 12:03:31:897',4,1,0.9558,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3865,'2017/11/30 12:03:31:921',4,1,0.9558,0.080342,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
3866,'2017/11/30 12:03:31:922',4,1,0.9558,0.081074,1,1,0.235046,0.320484,0.684175,0.885606,0.086042
