@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
1866,'2017/11/30 12:02:58:821',3,1,0.962882,0.930891,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1867,'2017/11/30 12:02:58:821',3,1,0.962637,0.930891,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1868,'2017/11/30 12:02:58:821',3,1,0.962637,0.930891,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1869,'2017/11/30 12:02:58:846',3,1,0.962637,0.930891,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1870,'2017/11/30 12:02:58:846',3,1,0.962637,0.931624,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1871,'2017/11/30 12:02:58:846',3,1,0.962637,0.931624,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1872,'2017/11/30 12:02:58:846',3,1,0.962637,0.931624,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1873,'2017/11/30 12:02:58:871',3,1,0.962637,0.931624,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1874,'2017/11/30 12:02:58:871',3,1,0.962637,0.931868,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1875,'2017/11/30 12:02:58:871',3,1,0.962882,0.931868,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1876,'2017/11/30 12:02:58:871',3,1,0.962882,0.931868,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1877,'2017/11/30 12:02:58:896',3,1,0.962882,0.931868,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1878,'2017/11/30 12:02:58:897',3,1,0.962882,0.93138,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1879,'2017/11/30 12:02:58:897',3,1,0.962882,0.93138,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1880,'2017/11/30 12:02:58:897',3,1,0.962882,0.93138,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1881,'2017/11/30 12:02:58:921',3,1,0.962882,0.93138,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1882,'2017/11/30 12:02:58:921',3,1,0.962882,0.931624,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1883,'2017/11/30 12:02:58:921',3,1,0.962637,0.931624,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1884,'2017/11/30 12:02:58:921',3,1,0.962637,0.931624,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1885,'2017/11/30 12:02:58:946',3,1,0.962637,0.931624,0.988235,1,0.037708,0.487195,0.238495,0.858349,0.517736
1886,'2017/11/30 12:02:58:946',3,1,0.962637,0.932845,0.988235,1,0.037708,0.487195,0.238495,0.858349,0.517736
1887,'2017/11/30 12:02:58:946',3,1,0.963126,0.932845,0.988235,1,0.037708,0.487195,0.238495,0.858349,0.517736
1888,'2017/11/30 12:02:58:946',3,1,0.963126,0.932845,0.988235,1,0.037708,0.487195,0.238495,0.858349,0.517736
1889,'2017/11/30 12:02:58:972',3,1,0.963126,0.932845,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1890,'2017/11/30 12:02:58:972',3,1,0.963126,0.932845,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1891,'2017/11/30 12:02:58:972',3,1,0.963126,0.932845,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1892,'2017/11/30 12:02:58:972',3,1,0.963126,0.932845,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1893,'2017/11/30 12:02:58:998',3,1,0.963126,0.932845,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
1894,'2017/11/30 12:02:58:998',3,1,0.963126,0.931624,1,1,0.037708,0.487195,0.238495,0.858349,0.517736
